,id,is_closed,name,image_url,url,mobile_url,phone,display_phone,review_count,categories,rating,snippet_text,location_address,location_display_address,location_city,location_state_code,location_postal_code,location_country_code,location_cross_streets,location_neighborhoods,location_coordinate,location_latitude,location_longitude
804,society-cabaret-san-francisco,False,Society Cabaret,https://s3-media1.fl.yelpcdn.com/bphoto/zFHK_IfA3FM861CF3sqcqA/ms.jpg,https://www.yelp.com/biz/society-cabaret-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/society-cabaret-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158571896,+1-415-857-1896,6.0,"[[Music Venues, musicvenues]]",5.0,"I had no idea this place existed. We came to see a friend, Paul Hogarth, who was performing here, and left saying to each other, ""That was such a great date...","[Hotel Rex, 562 Sutter St]","[Hotel Rex, 562 Sutter St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,,[Union Square],"{u'latitude': 37.7889802, u'longitude': -122.4084112}",37.7889802,-122.4084112
805,the-oak-room-restaurant-san-francisco,False,The Oak Room Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/mghhyphrR2vviNC8oR9Znw/ms.jpg,https://www.yelp.com/biz/the-oak-room-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-oak-room-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157740264,+1-415-774-0264,136.0,"[[American (New), newamerican]]",3.0,"Many reasons i gave 5 stars to this restaurant and they are:

Food quality: I had dinner and Breakfast Buffet here, and both were very well made dished....","[The Westin St Francis, 335 Powell St]","[The Westin St Francis, 335 Powell St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,,[Union Square],"{u'latitude': 37.7881401349, u'longitude': -122.40860727}",37.7881401349,-122.40860727
806,postrio-san-francisco,False,Postrio,https://s3-media2.fl.yelpcdn.com/bphoto/bFBkmuxECk3wYC0xmqsjiA/ms.jpg,https://www.yelp.com/biz/postrio-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/postrio-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157767825,+1-415-776-7825,278.0,"[[American (New), newamerican], [Pizza, pizza]]",3.0,"Breakfast, lunch or dinner, I don't think you will be disappointed with this place. Having stayed at the hotel attached to the restaurant, one can get a...",[545 Post St],"[545 Post St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Taylor St & Mason St,"[Union Square, Lower Nob Hill]","{u'latitude': 37.78787, u'longitude': -122.41073}",37.78787,-122.41073
807,pandora-karaoke-and-bar-san-francisco-2,False,Pandora Karaoke & Bar,https://s3-media1.fl.yelpcdn.com/bphoto/5-d_asx9QENdcGLd65xxzg/ms.jpg,https://www.yelp.com/biz/pandora-karaoke-and-bar-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/pandora-karaoke-and-bar-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153591888,+1-415-359-1888,532.0,"[[Karaoke, karaoke], [Lounges, lounges]]",3.5,"I went here last Friday with a group of 12 and we had a blast. This was my first time going out to karaoke in SF, and I spent a long time looking at Yelp...",[177 Eddy St],"[177 Eddy St, Tenderloin, San Francisco, CA 94102]",San Francisco,CA,94102,US,Taylor St & Mason St,"[Tenderloin, Union Square]","{u'latitude': 37.7839203, u'longitude': -122.4103775}",37.7839203,-122.4103775
808,cafe-bellini-san-francisco,False,Cafe Bellini,https://s3-media1.fl.yelpcdn.com/bphoto/MK859DEsXRHvXRzuf-575Q/ms.jpg,https://www.yelp.com/biz/cafe-bellini-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cafe-bellini-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159565101,+1-415-956-5101,333.0,"[[American (New), newamerican], [Italian, italian], [Cafes, cafes]]",3.0,Cafe Bellini is on Powell Street near Union Square. It has a bakery in the front and a diner in the back. The diner serves a wide range of food from...,[235 Powell St],"[235 Powell St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Ofarrell St & Geary St,[Union Square],"{u'latitude': 37.78694, u'longitude': -122.40831}",37.78694,-122.40831
809,cafe-bistro-san-francisco-4,False,Cafe Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/RZLOKzSfiVXrz8xHEwISCg/ms.jpg,https://www.yelp.com/biz/cafe-bistro-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cafe-bistro-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159775155,+1-415-977-5155,740.0,"[[American (New), newamerican], [Comfort Food, comfortfood], [Cafes, cafes]]",4.0,The food was amazing but the service left something to be desired. Two of our diners didn't receive their food until over 10 minutes after the rest of the...,"[Nordstrom, 865 Market St]","[Nordstrom, 865 Market St, Union Square, San Francisco, CA 94103]",San Francisco,CA,94103,US,,"[Union Square, SoMa]","{u'latitude': 37.7841105806, u'longitude': -122.407336422}",37.7841105806,-122.407336422
810,ryokos-san-francisco,False,Ryoko's,https://s3-media4.fl.yelpcdn.com/bphoto/qS3-AG16xjg0Nowms5Whxg/ms.jpg,https://www.yelp.com/biz/ryokos-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/ryokos-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157751028,+1-415-775-1028,2214.0,"[[Sushi Bars, sushi], [Japanese, japanese], [Music Venues, musicvenues]]",4.0,"Came by for a midnight snack, I was surprised that the place was packed. It was about a 45 minute for 2, but we didn't mind. Ryoko's has been on my sushi...",[619 Taylor St],"[619 Taylor St, Lower Nob Hill, San Francisco, CA 94102]",San Francisco,CA,94102,US,Cosmo Pl & Post St,[Lower Nob Hill],"{u'latitude': 37.7881987776, u'longitude': -122.412059158}",37.7881987776,-122.412059158
811,bio-cafe-san-francisco,False,Bio Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/-0LumpfQ7PDHKRuiIHh8Pw/ms.jpg,https://www.yelp.com/biz/bio-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bio-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153620255,+1-415-362-0255,349.0,"[[Cafes, cafes], [Gluten-Free, gluten_free], [Breakfast & Brunch, breakfast_brunch]]",3.5,"What a sweet little spot for lunch!

First off, the ladies working here are absolute darlings. You truly feel like you've stepped into a cafe in France...",[75 O'Farrell St],"[75 O'Farrell St, Union Square, San Francisco, CA 94108]",San Francisco,CA,94108,US,Savings Union Pl & Stockton St,"[Union Square, Financial District]","{u'latitude': 37.7865374, u'longitude': -122.4060061}",37.7865374,-122.4060061
812,4fourteen-san-francisco,False,4Fourteen,https://s3-media1.fl.yelpcdn.com/bphoto/rcXTxjc91bsqGlC90xrfvA/ms.jpg,https://www.yelp.com/biz/4fourteen-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/4fourteen-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156930777,+1-415-693-0777,10.0,"[[Dance Clubs, danceclubs], [Music Venues, musicvenues]]",4.0,"THIS PLACE ROCKS.

Probably because it plays music that caters to 14 year olds, aka Top 40. But hey, throw in some hip hop, and now you're out of the tween...",[414 Mason St],"[414 Mason St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Derby St & Geary St,[Union Square],"{u'latitude': 37.78756, u'longitude': -122.40959}",37.78756,-122.40959
813,burger-house-san-francisco,False,Burger House,https://s3-media1.fl.yelpcdn.com/bphoto/956C82dEFFkIKMoO4NV-tg/ms.jpg,https://www.yelp.com/biz/burger-house-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/burger-house-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159562311,+1-415-956-2311,176.0,"[[Burgers, burgers]]",3.5,Ok so I walked in expecting to pay $6.50 which is actually what drew me in and decide to eat here but instead paid $11.15 total after added cheese and $3.00...,[237 Powell St],"[237 Powell St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Ofarrell St & Geary St,[Union Square],"{u'latitude': 37.78692, u'longitude': -122.40842}",37.78692,-122.40842
814,burger-bar-san-francisco,False,Burger Bar,https://s3-media3.fl.yelpcdn.com/bphoto/lCi1-iTjwn6PpFdMcado1w/ms.jpg,https://www.yelp.com/biz/burger-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/burger-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152964272,+1-415-296-4272,2031.0,"[[Burgers, burgers], [American (Traditional), tradamerican]]",3.0,"Based on the amount of stars this restaurant has, I was pretty hesitant about coming here for a company dinner. However, this place was actually really...","[251 Geary St, 6th Fl]","[251 Geary St, 6th Fl, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Powell St & Stockton St,[Union Square],"{u'latitude': 37.7872902008, u'longitude': -122.407428324}",37.7872902008,-122.407428324
815,mortons-the-steakhouse-san-francisco,False,Morton's The Steakhouse,https://s3-media1.fl.yelpcdn.com/bphoto/rsp0slZgLS6VsgLyZYl_rA/ms.jpg,https://www.yelp.com/biz/mortons-the-steakhouse-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/mortons-the-steakhouse-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159865830,+1-415-986-5830,949.0,"[[Steakhouses, steak]]",3.5,"Morton's is ""casual elegance"", semi upscale but not formal, even though it maintains a formal aesthetic- valet parking, dueling hostesses, uniformed...",[400 Post St],"[400 Post St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Powell St & Mason St,[Union Square],"{u'latitude': 37.7884113505, u'longitude': -122.409004122}",37.7884113505,-122.409004122
816,culture-san-francisco,False,Culture,https://s3-media1.fl.yelpcdn.com/bphoto/7D9HhaEzglhRlthuHqHFRQ/ms.jpg,https://www.yelp.com/biz/culture-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/culture-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,9164100964,+1-916-410-0964,1.0,"[[Music Venues, musicvenues], [Lounges, lounges]]",5.0,Imtimiate setting with headliners on a Wednesday night.,[430 Mason St],"[430 Mason St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Geary St & Post St,[Union Square],"{u'latitude': 37.7876399, u'longitude': -122.4098237}",37.7876399,-122.4098237
817,the-cheesecake-factory-san-francisco-2,False,The Cheesecake Factory,https://s3-media2.fl.yelpcdn.com/bphoto/DYiHWLa15aJ9zJHfAgC8CQ/ms.jpg,https://www.yelp.com/biz/the-cheesecake-factory-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-cheesecake-factory-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153914444,+1-415-391-4444,2435.0,"[[Desserts, desserts], [American (Traditional), tradamerican]]",3.0,"The usual spot to take all your friends visiting SF. It's in the heart of city, located inside Macy's on the top floor. As cheesy as that sounds, the menu...","[251 Geary St, 8th Fl]","[251 Geary St, 8th Fl, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Powell St & Stockton St,[Union Square],"{u'latitude': 37.787189, u'longitude': -122.407448}",37.787189,-122.407448
818,passport-to-the-world-new-years-eve-ball-san-francisco,False,Passport to the World New Year's Eve Ball,https://s3-media3.fl.yelpcdn.com/bphoto/lf5mkMiuuLGNHtvUDwytzQ/ms.jpg,https://www.yelp.com/biz/passport-to-the-world-new-years-eve-ball-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/passport-to-the-world-new-years-eve-ball-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,15.0,"[[Party & Event Planning, eventplanning], [Dance Clubs, danceclubs], [Arts & Entertainment, arts]]",4.0,This NYE party was really rad. A well-mannered and diverse crowd are sprinkled through more rooms than I could count.Come ready with your walking and...,[335 Powell St],"[335 Powell St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Post St & Geary St,[Union Square],"{u'latitude': 37.7876015, u'longitude': -122.4084244}",37.7876015,-122.4084244
819,secret-improv-society-san-francisco-3,False,Secret Improv Society,https://s3-media3.fl.yelpcdn.com/bphoto/W0XGweOYOvB2l4P0ExH3BA/ms.jpg,https://www.yelp.com/biz/secret-improv-society-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/secret-improv-society-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156921570,+1-415-692-1570,149.0,"[[Comedy Clubs, comedyclubs], [Performing Arts, theater]]",4.5,"Amazing,

very creative,

couldn't stop laughing, 

the vibe y unic,

I highly recommended.","[Shelton Theater, 533 Sutter St]","[Shelton Theater, 533 Sutter St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,,[Union Square],"{u'latitude': 37.7890299, u'longitude': -122.40909}",37.7890299,-122.40909
820,blue-cube-san-francisco,False,Blue Cube,,https://www.yelp.com/biz/blue-cube-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/blue-cube-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153924833,+1-415-392-4833,2.0,"[[Nightlife, nightlife], [Restaurants, restaurants], [Art Galleries, galleries]]",3.5,"Dang....I've been through some rough neighborhoods, but this one is almost up there.  I think I've never been through so many crack houses in one block, not...",[34 Mason Street],"[34 Mason Street, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,,[Union Square],"{u'latitude': 37.7839699, u'longitude': -122.40898}",37.7839699,-122.40898
821,tads-steakhouse-san-francisco-2,False,Tad's Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/3EiwJyAunkPHaQrL9OtIuw/ms.jpg,https://www.yelp.com/biz/tads-steakhouse-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/tads-steakhouse-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159821718,+1-415-982-1718,592.0,"[[Steakhouses, steak]]",3.0,"I was shocked at how much food I got for $13.00 at Tad's.  A whole half chicken, french fries (replaced with the baked potato), garlic bread and a side...",[120 Powell St],"[120 Powell St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Ofarrell St & Ellis St,[Union Square],"{u'latitude': 37.78597, u'longitude': -122.40758}",37.78597,-122.40758
822,bella-lucca-san-francisco,False,Bella Lucca,https://s3-media2.fl.yelpcdn.com/bphoto/07Q7XnyH4xjaGzQhYm0Ipw/ms.jpg,https://www.yelp.com/biz/bella-lucca-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bella-lucca-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157766777,+1-415-776-6777,111.0,"[[American (Traditional), tradamerican], [Pizza, pizza]]",2.5,The owner is so sweet and nice! Even when they're busy with drunk customers he services everyone with great customer service. The pizza is worth the wait....,[418 Geary Blvd],"[418 Geary Blvd, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Mason St,"[Union Square, Lower Nob Hill]","{u'latitude': 37.78541, u'longitude': -122.42473}",37.78541,-122.42473
823,sears-fine-food-san-francisco,False,Sears Fine Food,https://s3-media4.fl.yelpcdn.com/bphoto/Navbg_g7kcElmj0oCYvSUA/ms.jpg,https://www.yelp.com/biz/sears-fine-food-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/sears-fine-food-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159860700,+1-415-986-0700,1546.0,"[[American (Traditional), tradamerican], [Breakfast & Brunch, breakfast_brunch], [Burgers, burgers]]",3.5,"Been there for brunch / breakfast almost every time I stayed in the city in the past few years! 

Perfect location, never a long wait even it's always busy,...",[439 Powell St],"[439 Powell St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Post St & Sutter St,[Union Square],"{u'latitude': 37.7888416, u'longitude': -122.4086066}",37.7888416,-122.4086066
824,bohemian-club-san-francisco,False,Bohemian Club,https://s3-media2.fl.yelpcdn.com/bphoto/_JLJ5LvjIw13rzjFjY4low/ms.jpg,https://www.yelp.com/biz/bohemian-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bohemian-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158852440,+1-415-885-2440,23.0,"[[Performing Arts, theater], [Art Galleries, galleries]]",4.0,Incredible how many flights and mezzanine levels it has inside with endless old-school carpeted stairwells. I don't have the right design words for it but...,[624 Taylor St],"[624 Taylor St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,Cosmo Pl & Hobart Aly,"[Union Square, Lower Nob Hill]","{u'latitude': 37.78825, u'longitude': -122.41161}",37.78825,-122.41161
825,super-8-san-francisco-union-square-area-san-francisco,False,Super 8 San Francisco/Union Square Area,https://s3-media2.fl.yelpcdn.com/bphoto/sQKVSio3Cngf3E8eaclIQQ/ms.jpg,https://www.yelp.com/biz/super-8-san-francisco-union-square-area-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/super-8-san-francisco-union-square-area-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,8005369326,+1-800-536-9326,33.0,"[[Hotels, hotels], [Nightlife, nightlife]]",2.5,"Pretty run down, smallest room I've ever stayed in and right on the edge of the tenderloin. But it was affordable and the bed was surprisingly comfortable....",[415 O'Farrell Street],"[415 O'Farrell Street, Tenderloin, San Francisco, CA 94102]",San Francisco,CA,94102,US,Taylor St & Shannon St,[Tenderloin],"{u'latitude': 37.7857399, u'longitude': -122.41177}",37.7857399,-122.41177
826,century-san-francisco-centre-9-san-francisco,False,Century San Francisco Centre 9,https://s3-media3.fl.yelpcdn.com/bphoto/Vppr-huslMlp0Zyye7UZdQ/ms.jpg,https://www.yelp.com/biz/century-san-francisco-centre-9-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/century-san-francisco-centre-9-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155388422,+1-415-538-8422,572.0,"[[Cinema, movietheaters]]",4.0,This has got to be my all time favorite theater. It's conveniently located on the 5th floor of the San Francisco Shopping Center (which is basically the...,"[Westfield Shopping Centre, 845 Market St, 5th Fl]","[Westfield Shopping Centre, 845 Market St, 5th Fl, Union Square, San Francisco, CA 94103]",San Francisco,CA,94103,US,,"[Union Square, SoMa]","{u'latitude': 37.7840792768, u'longitude': -122.406256199}",37.7840792768,-122.406256199
827,san-francisco-elks-lodge-no-3-san-francisco,False,San Francisco Elks Lodge No. 3,https://s3-media3.fl.yelpcdn.com/bphoto/GsxQfwh8tHO5o-rbW_z-TA/ms.jpg,https://www.yelp.com/biz/san-francisco-elks-lodge-no-3-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/san-francisco-elks-lodge-no-3-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154215231,+1-415-421-5231,40.0,"[[Venues & Event Spaces, venues], [Social Clubs, social_clubs]]",4.5,"Have I told you lately that I know people in high places? Because if high places means the Elks Club, than yep, I do!

And, I mean it, you gotta know people...","[Kensington Hotel, 450 Post St]","[Kensington Hotel, 450 Post St, Union Square, San Francisco, CA 94102]",San Francisco,CA,94102,US,,[Union Square],"{u'latitude': 37.7883780642, u'longitude': -122.409351852}",37.7883780642,-122.409351852
828,curran-theatre-san-francisco-2,False,Curran Theatre,https://s3-media3.fl.yelpcdn.com/bphoto/K-NQoIJyLnhjmgDQg_04TQ/ms.jpg,https://www.yelp.com/biz/curran-theatre-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/curran-theatre-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153581220,+1-415-358-1220,227.0,"[[Performing Arts, theater]]",3.5,"I saw Elf the Broadway musical here the day after Christmas with my dad. I got us front row right section seats in the Orchestra section, seats B10 and B12...",[445 Geary St],"[445 Geary St, Tenderloin, San Francisco, CA 94102]",San Francisco,CA,94102,US,,"[Tenderloin, Union Square]","{u'latitude': 37.78692, u'longitude': -122.4106}",37.78692,-122.4106
829,our-little-comedy-club-san-francisco,False,Our Little Comedy Club,https://s3-media1.fl.yelpcdn.com/bphoto/rQNaIU1k1Ps6IfrZ-FfUfg/ms.jpg,https://www.yelp.com/biz/our-little-comedy-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/our-little-comedy-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153784413,+1-415-378-4413,27.0,"[[Comedy Clubs, comedyclubs], [Performing Arts, theater]]",4.5,"Love the tiny, intimate setting that allows for no more than an audience of probably 18.
Cheap, hilarious, and you can bring your own snacks & booze. What...",[287 Ellis St],"[287 Ellis St, Tenderloin, San Francisco, CA 94102]",San Francisco,CA,94102,US,Taylor St & Mason St,"[Tenderloin, Union Square]","{u'latitude': 37.7850143, u'longitude': -122.41073}",37.7850143,-122.41073
