,Unnamed: 0,categories,deals,display_phone,gift_certificates,id,image_url,is_claimed,is_closed,location_address,location_city,location_coordinate_latitude,location_coordinate_longitude,location_country_code,location_cross_streets,location_display_address,location_geo_accuracy,location_neighborhoods,location_postal_code,location_state_code,menu_date_updated,menu_provider,mobile_url,name,phone,rating,rating_img_url,rating_img_url_large,rating_img_url_small,review_count,snippet_image_url,snippet_text,url
434,14,"[[Wine Bars, wine_bars], [Pop-Up Restaurants, popuprestaurants]]",,+1-415-625-5469,,the-mina-test-kitchen-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/OYUCRUMpUJ5J0wO0WFHO9A/ms.jpg,True,False,[2120 Greenwich St],San Francisco,37.7992172241,-122.43548584,US,Webster St & Fillmore St,"[2120 Greenwich St, Marina/Cow Hollow, San Francisco, CA 94123]",8.0,[Marina/Cow Hollow],94123.0,CA,1472896214.0,single_platform,https://m.yelp.com/biz/the-mina-test-kitchen-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The MINA Test Kitchen,4156255469.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,164,https://s3-media2.fl.yelpcdn.com/photo/vYPQTUOX5AY2aA_YrZdMjg/ms.jpg,"Took my boyfriend here for his birthday. We booked in advance and chose to do the Deluxe dining experience, with a pairing. During our visit, it was Ayesha...",https://www.yelp.com/biz/the-mina-test-kitchen-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
435,15,"[[Italian, italian], [Jazz & Blues, jazzandblues]]",,+1-415-399-0499,,rose-pistola-san-francisco,https://s3-media1.fl.yelpcdn.com/bphoto/DwWjFWVc-kutKrjNV4Ky5Q/ms.jpg,True,False,[532 Columbus Ave],San Francisco,37.80006,-122.40944,US,Union St & Green St,"[532 Columbus Ave, Russian Hill, San Francisco, CA 94133]",8.0,"[Russian Hill, North Beach/Telegraph Hill]",94133.0,CA,1472590258.0,single_platform,https://m.yelp.com/biz/rose-pistola-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Rose Pistola,4153990499.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,783,https://s3-media3.fl.yelpcdn.com/photo/T30AJBvQl0Kov7M_2xAguA/ms.jpg,My rating has dropped because of the terrible valet service we experienced at Rose Pistola tonight. We had to wait 20 minutes to get a ticket for the car...,https://www.yelp.com/biz/rose-pistola-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
436,16,"[[Bars, bars]]",,+1-415-885-4700,,vintners-bar-san-francisco,,False,False,[2620 Jones St],San Francisco,37.8054266,-122.4167673,US,North Point St & Bay St,"[2620 Jones St, Russian Hill, San Francisco, CA 94133]",8.0,"[Russian Hill, North Beach/Telegraph Hill, Fisherman's Wharf]",94133.0,CA,,,https://m.yelp.com/biz/vintners-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Vintner's Bar,4158854700.0,3.0,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,4,https://s3-media1.fl.yelpcdn.com/photo/IXON933y1wX9L4pre_3LKQ/ms.jpg,"Located in the Hilton Fishermans Wharf.
Its actually just the hotel bar not an actual wine bar per se. And they dont try to be.

Staff is attentive and...",https://www.yelp.com/biz/vintners-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
437,17,"[[American (New), newamerican], [Breakfast & Brunch, breakfast_brunch], [Brasseries, brasseries]]",,+1-415-434-1100,,market-bar-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/Iyg44I5yB_WDolBRxt94hQ/ms.jpg,True,False,[1 Ferry Bldg],San Francisco,37.7949198565,-122.392873665,US,,"[1 Ferry Bldg, Embarcadero, San Francisco, CA 94111]",9.5,"[Embarcadero, SoMa, South Beach]",94111.0,CA,1472583735.0,single_platform,https://m.yelp.com/biz/market-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Market Bar,4154341100.0,3.0,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,1091,https://s3-media3.fl.yelpcdn.com/photo/32w5MvX5xde2Hff7a-L_9A/ms.jpg,"I came here for brunch with my parents who were visiting from LA. In terms of atmosphere, it's great because it's right by the Bay Bridge and the water so...",https://www.yelp.com/biz/market-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
438,18,"[[Steakhouses, steak], [Bars, bars], [Desserts, desserts]]",,+1-415-781-7058,,alfreds-steakhouse-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/sa0lEf6MaDwK21D3y2vc4g/ms.jpg,True,False,[659 Merchant St],San Francisco,37.79483,-122.40445,US,Kearny St & Montgomery St,"[659 Merchant St, Financial District, San Francisco, CA 94111]",8.0,[Financial District],94111.0,CA,1472590564.0,single_platform,https://m.yelp.com/biz/alfreds-steakhouse-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Alfred's Steakhouse,4157817058.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,568,https://s3-media3.fl.yelpcdn.com/photo/zpy5xm3Z9VXK-MZ3_bgo-g/ms.jpg,Even with a new upgrade Alfred's still kept all the old skool SF steakhouse culture while incorporating updates the classics. This place in my opinion is...,https://www.yelp.com/biz/alfreds-steakhouse-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
439,19,"[[Mediterranean, mediterranean], [American (New), newamerican], [Cocktail Bars, cocktailbars]]",,+1-415-399-1177,,boulibar-san-francisco-3,https://s3-media4.fl.yelpcdn.com/bphoto/8o3_Q-O1PiPbcjR0YhlPxA/ms.jpg,True,False,"[1 Ferry Bldg, Ste 35]",San Francisco,37.7957803144,-122.393397253,US,,"[1 Ferry Bldg, Ste 35, Embarcadero, San Francisco, CA 94111]",9.5,"[Embarcadero, SoMa]",94111.0,CA,1472784935.0,single_platform,https://m.yelp.com/biz/boulibar-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Boulibar,4153991177.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,105,https://s3-media3.fl.yelpcdn.com/photo/SrVa4IjVK_DS5Ec94eN2dQ/ms.jpg,Very nice and fun staff.  A little pricy even for SF but a convenient hangout spot if you are waiting to take a ferry out of the city.,https://www.yelp.com/biz/boulibar-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
440,0,"[[Mediterranean, mediterranean], [Tapas/Small Plates, tapasmallplates]]",,+1-415-441-3200,,terzo-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/e0G8iBFcuO8i__dcnA8ARQ/ms.jpg,True,False,[3011 Steiner St],San Francisco,37.7971076965,-122.437438965,US,Union St & Filbert St,"[3011 Steiner St, Marina/Cow Hollow, San Francisco, CA 94123]",8.0,[Marina/Cow Hollow],94123.0,CA,1472595909.0,single_platform,https://m.yelp.com/biz/terzo-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Terzo,4154413200.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,533,https://s3-media2.fl.yelpcdn.com/photo/UN6CHjgEAYCdIU5ySPRUWA/ms.jpg,We stumbled onto this place because the guy at the stuck up restaurant around the corner was very rude and we definitely did to want to wait 45+ mins to...,https://www.yelp.com/biz/terzo-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
441,1,"[[American (New), newamerican], [Cocktail Bars, cocktailbars], [Sushi Bars, sushi]]",,+1-415-548-0224,,seaglass-restaurant-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/ftkE6xTHUlN7P9WKwJEllw/ms.jpg,True,False,[Pier 15],San Francisco,37.8023690161,-122.396816495,US,,"[Pier 15, Embarcadero, San Francisco, CA 94111]",9.5,"[Embarcadero, North Beach/Telegraph Hill]",94111.0,CA,,,https://m.yelp.com/biz/seaglass-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,SEAGLASS Restaurant,4155480224.0,2.5,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/d63e3add9901/ico/stars/v1/stars_large_2_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png,80,https://s3-media2.fl.yelpcdn.com/photo/vlSAYXVim71x7yGhoYecvA/ms.jpg,"Try:
Mary's All Natural Roast Chicken
Sushi Rolls

Here's the skinny. The food here is decent, but the portions are very small and the prices are quite...",https://www.yelp.com/biz/seaglass-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
442,2,"[[Japanese, japanese], [Sushi Bars, sushi], [Tapas Bars, tapas]]",,+1-415-530-2466,,ginto-izakaya-japonaise-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/bEVkdW3hU_2-VTBxcDDDTg/ms.jpg,True,False,[658 Market St],San Francisco,37.78846,-122.40294,US,New Montgomery St & Montgomery St,"[658 Market St, Financial District, San Francisco, CA 94104]",8.0,[Financial District],94104.0,CA,,,https://m.yelp.com/biz/ginto-izakaya-japonaise-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,GINTO Izakaya Japonaise,4155302466.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,264,https://s3-media1.fl.yelpcdn.com/photo/VAnXobtgOSR6j9A7t9-X1w/ms.jpg,"After having a super late lunch, my friends and I wanted to drink. Since it was my birthday weekend and my friends know I love Japanese whiskey, one of them...",https://www.yelp.com/biz/ginto-izakaya-japonaise-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
443,3,"[[French, french], [Venues & Event Spaces, venues]]",,+1-415-392-3505,,cafe-claude-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/NrXzAaL_i76fdFZ6Qtbn-g/ms.jpg,True,False,[7 Claude Ln],San Francisco,37.7903209516,-122.404523904,US,Bush St & Sutter St,"[7 Claude Ln, Union Square, San Francisco, CA 94108]",9.5,"[Union Square, Financial District]",94108.0,CA,1476514480.0,locu,https://m.yelp.com/biz/cafe-claude-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Cafe Claude,4153923505.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,1772,https://s3-media1.fl.yelpcdn.com/photo/woPckaPAGaG5OBNH6JbBDg/ms.jpg,"A diamond in the rough!

I thoroughly enjoyed all 3 of my cold quenching SideCars, puff pastry escargot and garlicky sweet pea shoots!

So incredibly...",https://www.yelp.com/biz/cafe-claude-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
444,4,"[[American (New), newamerican], [Wine Bars, wine_bars], [Tapas/Small Plates, tapasmallplates]]",,+1-415-982-7874,,first-crush-restaurant-and-wine-bar-san-francisco-2,https://s3-media3.fl.yelpcdn.com/bphoto/3XzpMHnidWbWy7TcrAnS9Q/ms.jpg,True,False,[101 Cyril Magnin St],San Francisco,37.7856807,-122.4088894,US,Ofarrell St,"[101 Cyril Magnin St, Union Square, San Francisco, CA 94102]",9.5,[Union Square],94102.0,CA,1477475525.0,eat24,https://m.yelp.com/biz/first-crush-restaurant-and-wine-bar-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,First Crush Restaurant & Wine Bar,4159827874.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,951,https://s3-media4.fl.yelpcdn.com/photo/LnRv0gyRsgHg4KVttGRkvw/ms.jpg,"I attended an event for and Oracle Open World after party for Grant Thornton and had such a great time.

Great ambiance... The food and service were spot...",https://www.yelp.com/biz/first-crush-restaurant-and-wine-bar-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
445,5,"[[American (New), newamerican], [Breakfast & Brunch, breakfast_brunch], [Barbeque, bbq]]",,+1-415-794-8397,,bitters-bar-and-restaurant-san-francisco-2,https://s3-media4.fl.yelpcdn.com/bphoto/CPr1V5PpyFA1OYBBkn92HQ/ms.jpg,True,False,[1122 Post St],San Francisco,37.7868177742,-122.420369312,US,Polk St & United States Highway 101,"[1122 Post St, Lower Nob Hill, San Francisco, CA 94109]",8.0,[Lower Nob Hill],94109.0,CA,,,https://m.yelp.com/biz/bitters-bar-and-restaurant-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Bitters Bar & Restaurant,4157948397.0,5.0,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,1,https://s3-media4.fl.yelpcdn.com/photo/wWeh2OzuSMQszf7uZLHDyQ/ms.jpg,"The service was great, the food was great, and the music was poppin!!!. I love this place all ready. I never thought I would like soul food from a white...",https://www.yelp.com/biz/bitters-bar-and-restaurant-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
446,6,"[[Jazz & Blues, jazzandblues], [French, french]]",,+1-415-397-5397,,jazz-bistro-at-les-joulins-san-francisco,https://s3-media2.fl.yelpcdn.com/bphoto/R-ZSIRzV7n7d4ews7SheoA/ms.jpg,False,False,[44 Ellis St],San Francisco,37.7856731415,-122.406772524,US,Stockton St & 4th St,"[44 Ellis St, Union Square, San Francisco, CA 94102]",8.0,[Union Square],94102.0,CA,1472583837.0,single_platform,https://m.yelp.com/biz/jazz-bistro-at-les-joulins-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Jazz Bistro At Les Joulins,4153975397.0,3.0,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,256,https://s3-media3.fl.yelpcdn.com/photo/nTd8Hs_JrJZ5T8hAeCgSuQ/ms.jpg,"We stopped in for the music (wonderful jazz) and ended up having a couple of choice glasses of cab sav.

Extremely courteous and great food. I love the...",https://www.yelp.com/biz/jazz-bistro-at-les-joulins-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
447,7,"[[Burgers, burgers], [Gluten-Free, gluten_free]]",,+1-415-800-7801,,roam-artisan-burgers-san-francisco-3,https://s3-media2.fl.yelpcdn.com/bphoto/jacnd_-_1z3vlNKJg_f_SQ/ms.jpg,True,False,[1923 Fillmore St],San Francisco,37.787682,-122.433853,US,Wilmot St & Pine St,"[1923 Fillmore St, Lower Pacific Heights, San Francisco, CA 94115]",8.0,[Lower Pacific Heights],94115.0,CA,1472762629.0,single_platform,https://m.yelp.com/biz/roam-artisan-burgers-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Roam Artisan Burgers,4158007801.0,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,846,https://s3-media1.fl.yelpcdn.com/photo/3vTOjYuA_kDWw23e_1EwtA/ms.jpg,"Amazing burger joint!
Came here for a late dinner on a Tuesday with my daughter and sister. Seriously, we could smell the food as soon has we crossed the...",https://www.yelp.com/biz/roam-artisan-burgers-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
448,8,"[[Bars, bars]]",,,,the-blue-room-the-embassy-san-francisco,,False,False,[750 Battery St],San Francisco,37.798324585,-122.400634766,US,Pacific Ave,"[750 Battery St, North Beach/Telegraph Hill, San Francisco, CA 94111]",8.0,"[North Beach/Telegraph Hill, Financial District]",94111.0,CA,,,https://m.yelp.com/biz/the-blue-room-the-embassy-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Blue Room @ The Embassy,,3.0,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,2,https://s3-media3.fl.yelpcdn.com/photo/DIz0suvVcxpRXPPjfATkgg/ms.jpg,"Definitely the best bar in San Francisco.  The bartender takes cocktailing very seriously and travel the world collecting recipes, ingredients and menus....",https://www.yelp.com/biz/the-blue-room-the-embassy-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
449,9,"[[American (New), newamerican], [Wine Bars, wine_bars]]",,+1-415-433-6600,,750-restaurant-and-bar-san-francisco,https://s3-media3.fl.yelpcdn.com/bphoto/69ynyZJ90y6AHFKQHP5DLw/ms.jpg,True,False,"[Hilton, 750 Kearny St]",San Francisco,37.795143,-122.404312,US,,"[Hilton, 750 Kearny St, Financial District, San Francisco, CA 94108]",9.5,[Financial District],94108.0,CA,,,https://m.yelp.com/biz/750-restaurant-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,750 Restaurant & Bar,4154336600.0,3.0,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,91,https://s3-media2.fl.yelpcdn.com/photo/ShUSeZxc0kwPIL6jC8r49w/ms.jpg,"Mainly for my cocktail.  If I wasn't such a light weight now, I would have had several.  The Desert Flower is tha bomb!  I loved it.  My husband had of...",https://www.yelp.com/biz/750-restaurant-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
450,10,"[[Sandwiches, sandwiches], [American (New), newamerican], [Cafes, cafes]]",,+1-415-474-1419,,the-grove-fillmore-san-francisco,https://s3-media4.fl.yelpcdn.com/bphoto/DQy66Wov5kmeGRmhl39QEg/ms.jpg,True,False,[2016 Fillmore St],San Francisco,37.7882131934,-122.433623448,US,California St & Pine St,"[2016 Fillmore St, Lower Pacific Heights, San Francisco, CA 94115]",8.0,[Lower Pacific Heights],94115.0,CA,1472590603.0,single_platform,https://m.yelp.com/biz/the-grove-fillmore-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,The Grove Fillmore,4154741419.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,1318,https://s3-media2.fl.yelpcdn.com/photo/RFrox_lTRORSogeb_bN7_A/ms.jpg,"I definitely think this place deserves more stars. I've come here about 5x in the past few months and have always enjoyed my meal. 

My personal favorite is...",https://www.yelp.com/biz/the-grove-fillmore-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
451,11,"[[Thai, thai], [Bars, bars]]",,+1-415-673-2368,,osha-thai-restaurant-san-francisco-7,https://s3-media2.fl.yelpcdn.com/bphoto/mNgzsyZuJglGvDOcaaJZ3A/ms.jpg,True,False,[696 Geary St],San Francisco,37.7866072208,-122.414634079,US,Jones St & Leavenworth St,"[696 Geary St, Lower Nob Hill, San Francisco, CA 94102]",8.0,[Lower Nob Hill],94102.0,CA,1477623137.0,eat24,https://m.yelp.com/biz/osha-thai-restaurant-san-francisco-7?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,Osha Thai Restaurant,4156732368.0,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,1506,https://s3-media1.fl.yelpcdn.com/photo/piacPiBxjPLBjr4tAB58cA/ms.jpg,"Osha Thai is a pretty good option for Thai food in the city. However, I'm not here to talk about that--believe it or not. Ha. I'm here to talk about how...",https://www.yelp.com/biz/osha-thai-restaurant-san-francisco-7?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw
