,id,is_closed,name,image_url,url,mobile_url,phone,display_phone,review_count,categories,rating,snippet_text,location_address,location_display_address,location_city,location_state_code,location_postal_code,location_country_code,location_cross_streets,location_neighborhoods,location_coordinate
725,michael-mina-san-francisco-2,False,Michael Mina,https://s3-media2.fl.yelpcdn.com/bphoto/sFqkeaicCljOYhnbdAhgFg/ms.jpg,https://www.yelp.com/biz/michael-mina-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/michael-mina-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153979222,+1-415-397-9222,966.0,"[[American (New), newamerican]]",4.0,"Oh my god. Where do I even begin? I lucked out and scored an OpenTable reservation to this place.

Upon arrival, I was warmly greeted by the staff. Let me...",[252 California St],"[252 California St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Front St & Battery St,[Financial District],"{u'latitude': 37.7934609, u'longitude': -122.3996416}"
726,gitane-restaurant-san-francisco,False,Gitane Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/AxCUe-LdtHIejmoH8QDQMw/ms.jpg,https://www.yelp.com/biz/gitane-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/gitane-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157886686,+1-415-788-6686,1267.0,"[[French, french], [Bars, bars], [Spanish, spanish]]",4.0,"A couple of girlfriends and I came to Gitane last night (Friday) around 8pm to celebrate a friend's birthday. Not sure what the standard is, but we were...",[6 Claude Ln],"[6 Claude Ln, Union Square, San Francisco, CA 94108]",San Francisco,CA,94108,US,Bush St & Sutter St,"[Union Square, Financial District]","{u'latitude': 37.7902720292, u'longitude': -122.404237313}"
727,cafe-prague-san-francisco-2,False,Cafe Prague,https://s3-media2.fl.yelpcdn.com/bphoto/5YnwPRhVXWfycqX959bj6g/ms.jpg,https://www.yelp.com/biz/cafe-prague-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cafe-prague-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156277464,+1-415-627-7464,208.0,"[[Modern European, modern_european], [Czech, czech]]",3.5,"Love this little flavor of Prague in the middle of Financial District in SF. 

Spaten Optimator FTW.",[424 Merchant St],"[424 Merchant St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Battery St & Sansome St,[Financial District],"{u'latitude': 37.7954600002, u'longitude': -122.401026496}"
728,leos-oyster-bar-san-francisco-2,False,Leo's Oyster Bar,https://s3-media3.fl.yelpcdn.com/bphoto/9kc1VTohHduZspJVcieClg/ms.jpg,https://www.yelp.com/biz/leos-oyster-bar-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/leos-oyster-bar-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158729982,+1-415-872-9982,113.0,"[[Bars, bars], [Seafood, seafood]]",4.0,"When you're in the financial district and you have that expense account at your beck & call then Leo's is the perfect place to spend that dough.

Their raw...",[568 Sacramento St],"[568 Sacramento St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Leidesdorff St & Montgomery St,[Financial District],"{u'latitude': 37.79406, u'longitude': -122.40259}"
729,barbarossa-lounge-san-francisco,False,Barbarossa Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/731JgH06S016VusUjVB9Fg/ms.jpg,https://www.yelp.com/biz/barbarossa-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/barbarossa-lounge-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154344204,+1-415-434-4204,156.0,"[[American (New), newamerican], [Cocktail Bars, cocktailbars], [Venues & Event Spaces, venues]]",4.5,After spending all day shopping in the city we've decided to take a break and have lunch. Searched for the best lounge in San Francisco and closest to the...,[714 Montgomery St],"[714 Montgomery St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Jackson St & Columbus Ave,[Financial District],"{u'latitude': 37.7960837, u'longitude': -122.403238}"
730,akikos-restaurant-san-francisco,False,Akiko's Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/XJBfe68tQbZeueKmOgYJIw/ms.jpg,https://www.yelp.com/biz/akikos-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/akikos-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153973218,+1-415-397-3218,1437.0,"[[Sushi Bars, sushi], [Japanese, japanese]]",4.0,"A very solid and affordable japanese restaurant that I wouldn't mind coming back to again!

Had to email in for reservations, but surprisingly scored at...",[431 Bush St],"[431 Bush St, Union Square, San Francisco, CA 94108]",San Francisco,CA,94108,US,Claude Ln & Mark Ln,"[Union Square, Financial District]","{u'latitude': 37.7905566656, u'longitude': -122.404684597}"
731,schroeders-san-francisco-4,False,Schroeder's,https://s3-media1.fl.yelpcdn.com/bphoto/CceFEbxr9nGmzHJhXggCSw/ms.jpg,https://www.yelp.com/biz/schroeders-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/schroeders-san-francisco-4?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154214778,+1-415-421-4778,310.0,"[[Pubs, pubs], [German, german]]",3.5,First time coming here and definitely won't be my last. Great space to accommodate a large group of co workers and friends. They have TVs and large tables...,[240 Front St],"[240 Front St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,California St & Halleck St,[Financial District],"{u'latitude': 37.7939551279, u'longitude': -122.398792438}"
732,pabu-san-francisco,False,Pabu,https://s3-media4.fl.yelpcdn.com/bphoto/O14ADiG0PZcm45807RLQfg/ms.jpg,https://www.yelp.com/biz/pabu-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/pabu-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156687228,+1-415-668-7228,560.0,"[[Japanese, japanese], [Sushi Bars, sushi], [Cocktail Bars, cocktailbars]]",4.0,"There aren't very many places I feel the need to return to twice, but this is definitely one.  I think I've tried just about everything on the menu. And,...",[101 California St],"[101 California St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Davis St & Front St,[Financial District],"{u'latitude': 37.7931261046, u'longitude': -122.398542836}"
733,mangia-tutti-ristorante-san-francisco,False,Mangia Tutti Ristorante,https://s3-media3.fl.yelpcdn.com/bphoto/rdSR4_TwXOuNd8VGK1a9OA/ms.jpg,https://www.yelp.com/biz/mangia-tutti-ristorante-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/mangia-tutti-ristorante-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4157882088,+1-415-788-2088,310.0,"[[Italian, italian]]",4.0,"Great Italian place in downtown/Chinatown/north beach area. 

Came here for lunch with a colleague. It looked a bit fancy but the prices were reasonable,...",[635 Clay St],"[635 Clay St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Kearny St & Montgomery St,[Financial District],"{u'latitude': 37.79448, u'longitude': -122.40375}"
734,bar-333-san-francisco-2,False,Bar 333,https://s3-media2.fl.yelpcdn.com/bphoto/SAuGQBxKapePPWs3e-Yccw/ms.jpg,https://www.yelp.com/biz/bar-333-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bar-333-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152962900,+1-415-296-2900,75.0,"[[Bars, bars], [American (New), newamerican]]",3.5,"We stayed at the hotel but after exploring our last day decided to have a drink and watch the Blazer/Warrior game.

There was only one bartender so it took...","[Le Meridien, 333 Battery St]","[Le Meridien, 333 Battery St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,,[Financial District],"{u'latitude': 37.7943961, u'longitude': -122.4003814}"
735,credo-san-francisco,False,Credo,https://s3-media4.fl.yelpcdn.com/bphoto/YJNzdiGmf1tOXbJHa6qAOQ/ms.jpg,https://www.yelp.com/biz/credo-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/credo-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156930360,+1-415-693-0360,600.0,"[[Italian, italian]]",3.5,"Credo is a nice, very casual, Italian lunch spot.

A friend of mine had just come back from Italy with a handful of wines he wanted us to try ( Lab rat...",[360 Pine St],"[360 Pine St, Financial District, San Francisco, CA 94104]",San Francisco,CA,94104,US,Leidesdorff St & Petrarch Pl,[Financial District],"{u'latitude': 37.792134, u'longitude': -122.401989}"
736,jai-yun-san-francisco-2,False,Jai Yun,https://s3-media2.fl.yelpcdn.com/bphoto/HVZZk37bwSaWMWaQlEx-uQ/ms.jpg,https://www.yelp.com/biz/jai-yun-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/jai-yun-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159817438,+1-415-981-7438,132.0,"[[Chinese, chinese]]",3.5,"I had a wonderful and memorable dinner, the food is so good that I thought it's worthwhile to share.

The business model of this restaurant is different...",[680 Clay St],"[680 Clay St, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Kearny St & Montgomery St,[Financial District],"{u'latitude': 37.79465, u'longitude': -122.40453}"
737,dabba-san-francisco-12,False,Dabba,https://s3-media2.fl.yelpcdn.com/bphoto/hsun4xhBTnna5_FUToLShw/ms.jpg,https://www.yelp.com/biz/dabba-san-francisco-12?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/dabba-san-francisco-12?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152363984,+1-415-236-3984,109.0,"[[Indian, indpak], [Asian Fusion, asianfusion], [American (New), newamerican]]",4.5,"This is going to be my new go to place for lunch from now on!

I was there on Friday and waited despite the 20 minute line (it was a rare warmish day in SF...",[],"[Financial District, San Francisco, CA 94105]",San Francisco,CA,94105,US,Ecker Pl,"[Financial District, SoMa]","{u'latitude': 37.7893635282, u'longitude': -122.400141098}"
738,83-proof-san-francisco,False,83 Proof,https://s3-media4.fl.yelpcdn.com/bphoto/-v2T1tZVVviemIuBPromgA/ms.jpg,https://www.yelp.com/biz/83-proof-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/83-proof-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152968383,+1-415-296-8383,693.0,"[[Bars, bars]]",4.0,Today I was met with the kind of bartender that you see in movies. My friend and I approached the Friday HH busy bar a bit apprehensive. We were shyly...,[83 1st St],"[83 1st St, Financial District, San Francisco, CA 94105]",San Francisco,CA,94105,US,Elim St & Mission St,"[Financial District, SoMa]","{u'latitude': 37.7900341, u'longitude': -122.397667}"
739,b44-catalan-bistro-san-francisco,False,B44 Catalan Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/YKv24g5pZ06wkRUNEKnx9w/ms.jpg,https://www.yelp.com/biz/b44-catalan-bistro-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/b44-catalan-bistro-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159866287,+1-415-986-6287,905.0,"[[Spanish, spanish], [Catalan, catalan], [Cocktail Bars, cocktailbars]]",3.5,This is one of my top Spanish restaurants in SF. Although it is a bit more pricey than other ones the environment and food makes it worth it. It's located...,[44 Belden Pl],"[44 Belden Pl, Financial District, San Francisco, CA 94104]",San Francisco,CA,94104,US,Bush St & Pine St,[Financial District],"{u'latitude': 37.79131, u'longitude': -122.40363}"
740,sens-restaurant-san-francisco,False,Sens Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/IhFTx19K9jyuc_uI68Aavg/ms.jpg,https://www.yelp.com/biz/sens-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/sens-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153620645,+1-415-362-0645,774.0,"[[Mediterranean, mediterranean], [Bars, bars]]",3.5,I have yet to find a better choice. Sens is amazing from the setting to the service to the food and wine! I have had almost everything on the menu and it...,[4 Embarcadero Ctr],"[4 Embarcadero Ctr, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,,[Financial District],"{u'latitude': 37.7949441792, u'longitude': -122.395903082}"
741,750-restaurant-and-bar-san-francisco,False,750 Restaurant & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/69ynyZJ90y6AHFKQHP5DLw/ms.jpg,https://www.yelp.com/biz/750-restaurant-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/750-restaurant-and-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154336600,+1-415-433-6600,91.0,"[[American (New), newamerican], [Wine Bars, wine_bars]]",3.0,"Mainly for my cocktail.  If I wasn't such a light weight now, I would have had several.  The Desert Flower is tha bomb!  I loved it.  My husband had of...","[Hilton, 750 Kearny St]","[Hilton, 750 Kearny St, Financial District, San Francisco, CA 94108]",San Francisco,CA,94108,US,,[Financial District],"{u'latitude': 37.795143, u'longitude': -122.404312}"
742,super-duper-burgers-san-francisco-10,False,Super Duper Burgers,https://s3-media2.fl.yelpcdn.com/bphoto/a5WiD4HaKcpoSpqVyjfZUg/ms.jpg,https://www.yelp.com/biz/super-duper-burgers-san-francisco-10?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/super-duper-burgers-san-francisco-10?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156779936,+1-415-677-9936,137.0,"[[Burgers, burgers]]",4.0,"I looove the fries here. My favorite fries ever! The regular fries are not too oily, perfectly cooked-- crispy on the outside and still soft and potato-y on...",[346 Kearny St],"[346 Kearny St, Financial District, San Francisco, CA 94108]",San Francisco,CA,94108,US,Bush St & Pine St,[Financial District],"{u'latitude': 37.791111, u'longitude': -122.403923}"
743,villa-taverna-san-francisco,False,Villa Taverna,https://s3-media1.fl.yelpcdn.com/bphoto/DY4XSCQpa-_mJ-eTjl4WTQ/ms.jpg,https://www.yelp.com/biz/villa-taverna-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/villa-taverna-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159812333,+1-415-981-2333,15.0,"[[Italian, italian]]",4.5,"Went here for a private party last night... was my first time attending though I had heard a lot about it.

Wow.

Hands down the best seabass / cut of fish...",[27 Hotaling Pl],"[27 Hotaling Pl, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,Washington St & Jackson St,[Financial District],"{u'latitude': 37.79602, u'longitude': -122.40288}"
744,the-treasury-san-francisco,False,The Treasury,https://s3-media2.fl.yelpcdn.com/bphoto/q5m4W_Vk8b1nZ66B6v6c0Q/ms.jpg,https://www.yelp.com/biz/the-treasury-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-treasury-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4155780530,+1-415-578-0530,68.0,"[[Cocktail Bars, cocktailbars], [American (Traditional), tradamerican]]",4.0,Came here last week after work with my boyfriend and some friends. It's definitely a hidden spot. Tucked in an office building across from a blue bottle. It...,"[200 Bush St, Ste 101]","[200 Bush St, Ste 101, Financial District, San Francisco, CA 94104]",San Francisco,CA,94104,US,Sansome St & Treasury Pl,[Financial District],"{u'latitude': 37.7912937, u'longitude': -122.4010389}"
745,embarcadero-center-cinema-san-francisco,False,Embarcadero Center Cinema,https://s3-media3.fl.yelpcdn.com/bphoto/t35c3y8hiSd606YKWdNiTQ/ms.jpg,https://www.yelp.com/biz/embarcadero-center-cinema-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/embarcadero-center-cinema-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153520835,+1-415-352-0835,484.0,"[[Cinema, movietheaters]]",4.0,"This place, oh how I love it. A wine/beer bar and comfy lounge in a movie theater? Oh hell yeah. Ridiculously comfortable huge leather reclining seats? Yep!...",[1 Embarcadero Ctr],"[1 Embarcadero Ctr, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,,[Financial District],"{u'latitude': 37.7949828142, u'longitude': -122.399271727}"
746,garden-restaurant-san-francisco,False,Garden Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/SRckmr5I3VRYBgy6s43Kpw/ms.jpg,https://www.yelp.com/biz/garden-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/garden-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159567888,+1-415-956-7888,153.0,"[[Chinese, chinese], [Seafood, seafood], [American (Traditional), tradamerican]]",3.5,"Once a friend said to me, ""You've lived an extraordinary life."" I thought that he was being flattering. But more people had said to me, ""You should write a...",[716 Kearny St],"[716 Kearny St, Financial District, San Francisco, CA 94108]",San Francisco,CA,94108,US,Merchant St & Clay St,[Financial District],"{u'latitude': 37.7947617, u'longitude': -122.4046783}"
747,bobs-steak-and-chop-house-san-francisco,False,Bob's Steak & Chop House,https://s3-media3.fl.yelpcdn.com/bphoto/TsI8KYx5pvhLYppmMTCJdw/ms.jpg,https://www.yelp.com/biz/bobs-steak-and-chop-house-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/bobs-steak-and-chop-house-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152733088,+1-415-273-3088,484.0,"[[Steakhouses, steak], [Seafood, seafood]]",3.5,"The overall experience was excellent. 

A very nice quite white table cloth restaurant. 

Our server had a great personality and took care of us well....",[500 California St],"[500 California St, Financial District, San Francisco, CA 94104]",San Francisco,CA,94104,US,Spring St & Montgomery St,[Financial District],"{u'latitude': 37.79293, u'longitude': -122.40314}"
748,fuzio-san-francisco-2,False,Fuzio,https://s3-media3.fl.yelpcdn.com/bphoto/MkRHPTeNoy2YbbZsUe6H2w/ms.jpg,https://www.yelp.com/biz/fuzio-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/fuzio-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153927995,+1-415-392-7995,452.0,"[[Italian, italian], [Asian Fusion, asianfusion]]",3.0,"Who doesn't love pasta? I'm glad I found a yummy pasta place near work, decent portions, reasonable prices. Service is a bit slow though.

crispy calamari...",[1 Embarcadero Ctr],"[1 Embarcadero Ctr, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,,[Financial District],"{u'latitude': 37.7944965, u'longitude': -122.3996272}"
749,cafe-terminus-san-francisco,False,Cafe Terminus,https://s3-media1.fl.yelpcdn.com/bphoto/85U5awmpaVHBV3YEtl7HBg/ms.jpg,https://www.yelp.com/biz/cafe-terminus-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/cafe-terminus-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159608405,+1-415-960-8405,121.0,"[[Cocktail Bars, cocktailbars], [Coffee & Tea, coffee]]",4.0,"Came here the other day for HH and it wasn't as crowded as I thought.  A friend and I walked in and it was a really nice crowd, nothing douchey or sausage...",[16 California St],"[16 California St, Financial District, San Francisco, CA 94109]",San Francisco,CA,94109,US,,[Financial District],"{u'latitude': 37.7938194, u'longitude': -122.3967133}"
750,sams-grill-and-seafood-restaurant-san-francisco,False,Sam's Grill & Seafood Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/4evWXj555KFZLcy6Ae8ULw/ms.jpg,https://www.yelp.com/biz/sams-grill-and-seafood-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/sams-grill-and-seafood-restaurant-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154210594,+1-415-421-0594,282.0,"[[Seafood, seafood]]",3.5,"Great food, better service. 

I had to organize a dinner for my team at work and when my original plans collapsed at the last minute, Sam's came to my...",[374 Bush St],"[374 Bush St, Financial District, San Francisco, CA 94104]",San Francisco,CA,94104,US,Belden Pl & Trinity Pl,[Financial District],"{u'latitude': 37.79101, u'longitude': -122.40357}"
751,crystal-jade-jiang-nan-san-francisco,False,Crystal Jade Jiang Nan,https://s3-media4.fl.yelpcdn.com/bphoto/g8xgMNfyH8NEZEg9lbsyJQ/ms.jpg,https://www.yelp.com/biz/crystal-jade-jiang-nan-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/crystal-jade-jiang-nan-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153991200,+1-415-399-1200,527.0,"[[Dim Sum, dimsum], [Cantonese, cantonese]]",3.0,"We had our wedding at Crystal Jade recently. The food, the service and the view were all great. It is hard to find an elegant and high-end Chinese...","[4 Embarcadero Ctr, Ste 1, Street Level]","[4 Embarcadero Ctr, Ste 1, Street Level, Financial District, San Francisco, CA 94111]",San Francisco,CA,94111,US,,[Financial District],"{u'latitude': 37.7947581378, u'longitude': -122.396110373}"
